seed subpopID N opt0 opt1 x y
1231185 1 10 -1 -1 1 1
1231185 2 10 -0.777778 -1 2 1
1231185 3 10 -0.555556 -1 3 1
1231185 4 10 -0.333333 -1 4 1
1231185 5 10 -0.111111 -1 5 1
1231185 6 10 0.111111 -1 6 1
1231185 7 10 0.333333 -1 7 1
1231185 8 10 0.555556 -1 8 1
1231185 9 10 0.777778 -1 9 1
1231185 10 10 1 -1 10 1
1231185 11 10 -1 -0.777778 1 2
1231185 12 10 -0.777778 -0.777778 2 2
1231185 13 10 -0.555556 -0.777778 3 2
1231185 14 10 -0.333333 -0.777778 4 2
1231185 15 10 -0.111111 -0.777778 5 2
1231185 16 10 0.111111 -0.777778 6 2
1231185 17 10 0.333333 -0.777778 7 2
1231185 18 10 0.555556 -0.777778 8 2
1231185 19 10 0.777778 -0.777778 9 2
1231185 20 10 1 -0.777778 10 2
1231185 21 50 -1 -0.555556 1 3
1231185 22 50 -0.777778 -0.555556 2 3
1231185 23 50 -0.555556 -0.555556 3 3
1231185 24 50 -0.333333 -0.555556 4 3
1231185 25 50 -0.111111 -0.555556 5 3
1231185 26 50 0.111111 -0.555556 6 3
1231185 27 50 0.333333 -0.555556 7 3
1231185 28 50 0.555556 -0.555556 8 3
1231185 29 50 0.777778 -0.555556 9 3
1231185 30 50 1 -0.555556 10 3
1231185 31 50 -1 -0.333333 1 4
1231185 32 50 -0.777778 -0.333333 2 4
1231185 33 50 -0.555556 -0.333333 3 4
1231185 34 50 -0.333333 -0.333333 4 4
1231185 35 50 -0.111111 -0.333333 5 4
1231185 36 50 0.111111 -0.333333 6 4
1231185 37 50 0.333333 -0.333333 7 4
1231185 38 50 0.555556 -0.333333 8 4
1231185 39 50 0.777778 -0.333333 9 4
1231185 40 50 1 -0.333333 10 4
1231185 41 95 -1 -0.111111 1 5
1231185 42 95 -0.777778 -0.111111 2 5
1231185 43 95 -0.555556 -0.111111 3 5
1231185 44 95 -0.333333 -0.111111 4 5
1231185 45 95 -0.111111 -0.111111 5 5
1231185 46 95 0.111111 -0.111111 6 5
1231185 47 95 0.333333 -0.111111 7 5
1231185 48 95 0.555556 -0.111111 8 5
1231185 49 95 0.777778 -0.111111 9 5
1231185 50 95 1 -0.111111 10 5
1231185 51 95 -1 0.111111 1 6
1231185 52 95 -0.777778 0.111111 2 6
1231185 53 95 -0.555556 0.111111 3 6
1231185 54 95 -0.333333 0.111111 4 6
1231185 55 95 -0.111111 0.111111 5 6
1231185 56 95 0.111111 0.111111 6 6
1231185 57 95 0.333333 0.111111 7 6
1231185 58 95 0.555556 0.111111 8 6
1231185 59 95 0.777778 0.111111 9 6
1231185 60 95 1 0.111111 10 6
1231185 61 145 -1 0.333333 1 7
1231185 62 145 -0.777778 0.333333 2 7
1231185 63 145 -0.555556 0.333333 3 7
1231185 64 145 -0.333333 0.333333 4 7
1231185 65 145 -0.111111 0.333333 5 7
1231185 66 145 0.111111 0.333333 6 7
1231185 67 145 0.333333 0.333333 7 7
1231185 68 145 0.555556 0.333333 8 7
1231185 69 145 0.777778 0.333333 9 7
1231185 70 145 1 0.333333 10 7
1231185 71 145 -1 0.555556 1 8
1231185 72 145 -0.777778 0.555556 2 8
1231185 73 145 -0.555556 0.555556 3 8
1231185 74 145 -0.333333 0.555556 4 8
1231185 75 145 -0.111111 0.555556 5 8
1231185 76 145 0.111111 0.555556 6 8
1231185 77 145 0.333333 0.555556 7 8
1231185 78 145 0.555556 0.555556 8 8
1231185 79 145 0.777778 0.555556 9 8
1231185 80 145 1 0.555556 10 8
1231185 81 200 -1 0.777778 1 9
1231185 82 200 -0.777778 0.777778 2 9
1231185 83 200 -0.555556 0.777778 3 9
1231185 84 200 -0.333333 0.777778 4 9
1231185 85 200 -0.111111 0.777778 5 9
1231185 86 200 0.111111 0.777778 6 9
1231185 87 200 0.333333 0.777778 7 9
1231185 88 200 0.555556 0.777778 8 9
1231185 89 200 0.777778 0.777778 9 9
1231185 90 200 1 0.777778 10 9
1231185 91 200 -1 1 1 10
1231185 92 200 -0.777778 1 2 10
1231185 93 200 -0.555556 1 3 10
1231185 94 200 -0.333333 1 4 10
1231185 95 200 -0.111111 1 5 10
1231185 96 200 0.111111 1 6 10
1231185 97 200 0.333333 1 7 10
1231185 98 200 0.555556 1 8 10
1231185 99 200 0.777778 1 9 10
1231185 100 200 1 1 10 10
