seed subpopID N opt0 opt1 x y
1231224 1 10 -1 -1 1 1
1231224 2 17 -0.5 -1 2 1
1231224 3 27 0 -1 3 1
1231224 4 38 0.5 -1 4 1
1231224 5 46 1 -1 5 1
1231224 6 46 1 -1 6 1
1231224 7 38 0.5 -1 7 1
1231224 8 27 0 -1 8 1
1231224 9 17 -0.5 -1 9 1
1231224 10 10 -1 -1 10 1
1231224 11 17 -1 -0.777778 1 2
1231224 12 32 -0.5 -0.777778 2 2
1231224 13 55 0 -0.777778 3 2
1231224 14 79 0.5 -0.777778 4 2
1231224 15 96 1 -0.777778 5 2
1231224 16 96 1 -0.777778 6 2
1231224 17 79 0.5 -0.777778 7 2
1231224 18 55 0 -0.777778 8 2
1231224 19 32 -0.5 -0.777778 9 2
1231224 20 17 -1 -0.777778 10 2
1231224 21 27 -1 -0.555556 1 3
1231224 22 55 -0.5 -0.555556 2 3
1231224 23 96 0 -0.555556 3 3
1231224 24 141 0.5 -0.555556 4 3
1231224 25 172 1 -0.555556 5 3
1231224 26 172 1 -0.555556 6 3
1231224 27 141 0.5 -0.555556 7 3
1231224 28 96 0 -0.555556 8 3
1231224 29 55 -0.5 -0.555556 9 3
1231224 30 27 -1 -0.555556 10 3
1231224 31 38 -1 -0.333333 1 4
1231224 32 79 -0.5 -0.333333 2 4
1231224 33 141 0 -0.333333 3 4
1231224 34 209 0.5 -0.333333 4 4
1231224 35 255 1 -0.333333 5 4
1231224 36 255 1 -0.333333 6 4
1231224 37 209 0.5 -0.333333 7 4
1231224 38 141 0 -0.333333 8 4
1231224 39 79 -0.5 -0.333333 9 4
1231224 40 38 -1 -0.333333 10 4
1231224 41 46 -1 -0.111111 1 5
1231224 42 96 -0.5 -0.111111 2 5
1231224 43 172 0 -0.111111 3 5
1231224 44 255 0.5 -0.111111 4 5
1231224 45 311 1 -0.111111 5 5
1231224 46 311 1 -0.111111 6 5
1231224 47 255 0.5 -0.111111 7 5
1231224 48 172 0 -0.111111 8 5
1231224 49 96 -0.5 -0.111111 9 5
1231224 50 46 -1 -0.111111 10 5
1231224 51 46 -1 0.111111 1 6
1231224 52 96 -0.5 0.111111 2 6
1231224 53 172 0 0.111111 3 6
1231224 54 255 0.5 0.111111 4 6
1231224 55 311 1 0.111111 5 6
1231224 56 311 1 0.111111 6 6
1231224 57 255 0.5 0.111111 7 6
1231224 58 172 0 0.111111 8 6
1231224 59 96 -0.5 0.111111 9 6
1231224 60 46 -1 0.111111 10 6
1231224 61 38 -1 0.333333 1 7
1231224 62 79 -0.5 0.333333 2 7
1231224 63 141 0 0.333333 3 7
1231224 64 209 0.5 0.333333 4 7
1231224 65 255 1 0.333333 5 7
1231224 66 255 1 0.333333 6 7
1231224 67 209 0.5 0.333333 7 7
1231224 68 141 0 0.333333 8 7
1231224 69 79 -0.5 0.333333 9 7
1231224 70 38 -1 0.333333 10 7
1231224 71 27 -1 0.555556 1 8
1231224 72 55 -0.5 0.555556 2 8
1231224 73 96 0 0.555556 3 8
1231224 74 141 0.5 0.555556 4 8
1231224 75 172 1 0.555556 5 8
1231224 76 172 1 0.555556 6 8
1231224 77 141 0.5 0.555556 7 8
1231224 78 96 0 0.555556 8 8
1231224 79 55 -0.5 0.555556 9 8
1231224 80 27 -1 0.555556 10 8
1231224 81 17 -1 0.777778 1 9
1231224 82 32 -0.5 0.777778 2 9
1231224 83 55 0 0.777778 3 9
1231224 84 79 0.5 0.777778 4 9
1231224 85 96 1 0.777778 5 9
1231224 86 96 1 0.777778 6 9
1231224 87 79 0.5 0.777778 7 9
1231224 88 55 0 0.777778 8 9
1231224 89 32 -0.5 0.777778 9 9
1231224 90 17 -1 0.777778 10 9
1231224 91 10 -1 1 1 10
1231224 92 17 -0.5 1 2 10
1231224 93 27 0 1 3 10
1231224 94 38 0.5 1 4 10
1231224 95 46 1 1 5 10
1231224 96 46 1 1 6 10
1231224 97 38 0.5 1 7 10
1231224 98 27 0 1 8 10
1231224 99 17 -0.5 1 9 10
1231224 100 10 -1 1 10 10
