seed subpopID N opt0 opt1 x y
1231132 1 100 -1 -0.777778 1 1
1231132 2 100 -0.777778 -0.777778 2 1
1231132 3 100 -0.555556 -0.777778 3 1
1231132 4 100 -0.333333 -0.777778 4 1
1231132 5 100 -0.111111 -0.777778 5 1
1231132 6 100 0.111111 -0.777778 6 1
1231132 7 100 0.333333 -0.777778 7 1
1231132 8 100 0.555556 -0.777778 8 1
1231132 9 100 0.777778 -0.777778 9 1
1231132 10 100 1 -0.777778 10 1
1231132 11 100 -1 -0.555556 1 2
1231132 12 100 -0.777778 -0.555556 2 2
1231132 13 100 -0.555556 -0.555556 3 2
1231132 14 100 -0.333333 -0.555556 4 2
1231132 15 100 -0.111111 -0.555556 5 2
1231132 16 100 0.111111 -0.555556 6 2
1231132 17 100 0.333333 -0.555556 7 2
1231132 18 100 0.555556 -0.555556 8 2
1231132 19 100 0.777778 -0.555556 9 2
1231132 20 100 1 -0.555556 10 2
1231132 21 100 -1 -0.333333 1 3
1231132 22 100 -0.777778 -0.333333 2 3
1231132 23 100 -0.555556 -0.333333 3 3
1231132 24 100 -0.333333 -0.333333 4 3
1231132 25 100 -0.111111 -0.333333 5 3
1231132 26 100 0.111111 -0.333333 6 3
1231132 27 100 0.333333 -0.333333 7 3
1231132 28 100 0.555556 -0.333333 8 3
1231132 29 100 0.777778 -0.333333 9 3
1231132 30 100 1 -0.333333 10 3
1231132 31 100 -1 -0.111111 1 4
1231132 32 100 -0.777778 -0.111111 2 4
1231132 33 100 -0.555556 -0.111111 3 4
1231132 34 100 -0.333333 -0.111111 4 4
1231132 35 100 -0.111111 -0.111111 5 4
1231132 36 100 0.111111 -0.111111 6 4
1231132 37 100 0.333333 -0.111111 7 4
1231132 38 100 0.555556 -0.111111 8 4
1231132 39 100 0.777778 -0.111111 9 4
1231132 40 100 1 -0.111111 10 4
1231132 41 100 -1 0.111111 1 5
1231132 42 100 -0.777778 0.111111 2 5
1231132 43 100 -0.555556 0.111111 3 5
1231132 44 100 -0.333333 0.111111 4 5
1231132 45 100 -0.111111 0.111111 5 5
1231132 46 100 0.111111 0.111111 6 5
1231132 47 100 0.333333 0.111111 7 5
1231132 48 100 0.555556 0.111111 8 5
1231132 49 100 0.777778 0.111111 9 5
1231132 50 100 1 0.111111 10 5
1231132 51 100 -1 0.333333 1 6
1231132 52 100 -0.777778 0.333333 2 6
1231132 53 100 -0.555556 0.333333 3 6
1231132 54 100 -0.333333 0.333333 4 6
1231132 55 100 -0.111111 0.333333 5 6
1231132 56 100 0.111111 0.333333 6 6
1231132 57 100 0.333333 0.333333 7 6
1231132 58 100 0.555556 0.333333 8 6
1231132 59 100 0.777778 0.333333 9 6
1231132 60 100 1 0.333333 10 6
1231132 61 100 -1 0.555556 1 7
1231132 62 100 -0.777778 0.555556 2 7
1231132 63 100 -0.555556 0.555556 3 7
1231132 64 100 -0.333333 0.555556 4 7
1231132 65 100 -0.111111 0.555556 5 7
1231132 66 100 0.111111 0.555556 6 7
1231132 67 100 0.333333 0.555556 7 7
1231132 68 100 0.555556 0.555556 8 7
1231132 69 100 0.777778 0.555556 9 7
1231132 70 100 1 0.555556 10 7
1231132 71 100 -1 0.777778 1 8
1231132 72 100 -0.777778 0.777778 2 8
1231132 73 100 -0.555556 0.777778 3 8
1231132 74 100 -0.333333 0.777778 4 8
1231132 75 100 -0.111111 0.777778 5 8
1231132 76 100 0.111111 0.777778 6 8
1231132 77 100 0.333333 0.777778 7 8
1231132 78 100 0.555556 0.777778 8 8
1231132 79 100 0.777778 0.777778 9 8
1231132 80 100 1 0.777778 10 8
1231132 81 100 -1 1 1 9
1231132 82 100 -0.777778 1 2 9
1231132 83 100 -0.555556 1 3 9
1231132 84 100 -0.333333 1 4 9
1231132 85 100 -0.111111 1 5 9
1231132 86 100 0.111111 1 6 9
1231132 87 100 0.333333 1 7 9
1231132 88 100 0.555556 1 8 9
1231132 89 100 0.777778 1 9 9
1231132 90 100 1 1 10 9
1231132 91 100 -1 0.777778 1 10
1231132 92 100 -0.777778 0.777778 2 10
1231132 93 100 -0.555556 0.777778 3 10
1231132 94 100 -0.333333 0.777778 4 10
1231132 95 100 -0.111111 0.777778 5 10
1231132 96 100 0.111111 0.777778 6 10
1231132 97 100 0.333333 0.777778 7 10
1231132 98 100 0.555556 0.777778 8 10
1231132 99 100 0.777778 0.777778 9 10
1231132 100 100 1 0.777778 10 10
