seed subpopID N opt0 opt1 x y
1231192 1 100 -1 -0.777778 1 1
1231192 2 100 -0.777778 -0.777778 2 1
1231192 3 100 -0.555556 -0.777778 3 1
1231192 4 100 -0.333333 -0.777778 4 1
1231192 5 100 -0.111111 -0.777778 5 1
1231192 6 100 0.111111 -0.777778 6 1
1231192 7 100 0.333333 -0.777778 7 1
1231192 8 100 0.555556 -0.777778 8 1
1231192 9 100 0.777778 -0.777778 9 1
1231192 10 100 1 -0.777778 10 1
1231192 11 100 -1 -0.555556 1 2
1231192 12 100 -0.777778 -0.555556 2 2
1231192 13 100 -0.555556 -0.555556 3 2
1231192 14 100 -0.333333 -0.555556 4 2
1231192 15 100 -0.111111 -0.555556 5 2
1231192 16 100 0.111111 -0.555556 6 2
1231192 17 100 0.333333 -0.555556 7 2
1231192 18 100 0.555556 -0.555556 8 2
1231192 19 100 0.777778 -0.555556 9 2
1231192 20 100 1 -0.555556 10 2
1231192 21 100 -1 -0.333333 1 3
1231192 22 100 -0.777778 -0.333333 2 3
1231192 23 100 -0.555556 -0.333333 3 3
1231192 24 100 -0.333333 -0.333333 4 3
1231192 25 100 -0.111111 -0.333333 5 3
1231192 26 100 0.111111 -0.333333 6 3
1231192 27 100 0.333333 -0.333333 7 3
1231192 28 100 0.555556 -0.333333 8 3
1231192 29 100 0.777778 -0.333333 9 3
1231192 30 100 1 -0.333333 10 3
1231192 31 100 -1 -0.111111 1 4
1231192 32 100 -0.777778 -0.111111 2 4
1231192 33 100 -0.555556 -0.111111 3 4
1231192 34 100 -0.333333 -0.111111 4 4
1231192 35 100 -0.111111 -0.111111 5 4
1231192 36 100 0.111111 -0.111111 6 4
1231192 37 100 0.333333 -0.111111 7 4
1231192 38 100 0.555556 -0.111111 8 4
1231192 39 100 0.777778 -0.111111 9 4
1231192 40 100 1 -0.111111 10 4
1231192 41 100 -1 0.111111 1 5
1231192 42 100 -0.777778 0.111111 2 5
1231192 43 100 -0.555556 0.111111 3 5
1231192 44 100 -0.333333 0.111111 4 5
1231192 45 100 -0.111111 0.111111 5 5
1231192 46 100 0.111111 0.111111 6 5
1231192 47 100 0.333333 0.111111 7 5
1231192 48 100 0.555556 0.111111 8 5
1231192 49 100 0.777778 0.111111 9 5
1231192 50 100 1 0.111111 10 5
1231192 51 100 -1 0.333333 1 6
1231192 52 100 -0.777778 0.333333 2 6
1231192 53 100 -0.555556 0.333333 3 6
1231192 54 100 -0.333333 0.333333 4 6
1231192 55 100 -0.111111 0.333333 5 6
1231192 56 100 0.111111 0.333333 6 6
1231192 57 100 0.333333 0.333333 7 6
1231192 58 100 0.555556 0.333333 8 6
1231192 59 100 0.777778 0.333333 9 6
1231192 60 100 1 0.333333 10 6
1231192 61 100 -1 0.555556 1 7
1231192 62 100 -0.777778 0.555556 2 7
1231192 63 100 -0.555556 0.555556 3 7
1231192 64 100 -0.333333 0.555556 4 7
1231192 65 100 -0.111111 0.555556 5 7
1231192 66 100 0.111111 0.555556 6 7
1231192 67 100 0.333333 0.555556 7 7
1231192 68 100 0.555556 0.555556 8 7
1231192 69 100 0.777778 0.555556 9 7
1231192 70 100 1 0.555556 10 7
1231192 71 100 -1 0.777778 1 8
1231192 72 100 -0.777778 0.777778 2 8
1231192 73 100 -0.555556 0.777778 3 8
1231192 74 100 -0.333333 0.777778 4 8
1231192 75 100 -0.111111 0.777778 5 8
1231192 76 100 0.111111 0.777778 6 8
1231192 77 100 0.333333 0.777778 7 8
1231192 78 100 0.555556 0.777778 8 8
1231192 79 100 0.777778 0.777778 9 8
1231192 80 100 1 0.777778 10 8
1231192 81 100 -1 1 1 9
1231192 82 100 -0.777778 1 2 9
1231192 83 100 -0.555556 1 3 9
1231192 84 100 -0.333333 1 4 9
1231192 85 100 -0.111111 1 5 9
1231192 86 100 0.111111 1 6 9
1231192 87 100 0.333333 1 7 9
1231192 88 100 0.555556 1 8 9
1231192 89 100 0.777778 1 9 9
1231192 90 100 1 1 10 9
1231192 91 100 -1 0.777778 1 10
1231192 92 100 -0.777778 0.777778 2 10
1231192 93 100 -0.555556 0.777778 3 10
1231192 94 100 -0.333333 0.777778 4 10
1231192 95 100 -0.111111 0.777778 5 10
1231192 96 100 0.111111 0.777778 6 10
1231192 97 100 0.333333 0.777778 7 10
1231192 98 100 0.555556 0.777778 8 10
1231192 99 100 0.777778 0.777778 9 10
1231192 100 100 1 0.777778 10 10
